mode_confidence,key_confidence,tempo,energy,tempo_confidence,time_signature,valence,name,echoprint_version,mode,explicit,track_number,code_version,speechiness,duration,popularity,artist_names,start_of_fade_out,liveness,acousticness,instrumentalness,time_signature_confidence,key,danceability,end_of_fade_in,num_samples,loudness
0.496,0.507,124.0,0.939,0.873,4,0.389,New Light - Zookëper Remix,4.12,0,0,1,3.15,0.0542,237.93333,48,John Mayer,233.50568,0.0936,0.0103,0.0845,1.0,4,0.709,2.25814,5246430,-4.46
0.371,0.328,180.158,0.696,0.108,3,0.227,What Now,4.12,0,1,8,3.15,0.0448,243.09332,34,Rihanna,235.31102,0.628,0.0476,0.0,1.0,8,0.402,0.13333,5360208,-4.799
0.387,0.17,78.031,0.82,0.0,4,0.431,The Weight - Live,4.12,1,0,1,3.15,0.101,236.09251,35,Shawn Mendes,228.13605,0.988,0.422,0.0,0.814,10,0.345,2.40907,5205840,-6.411
0.487,0.442,128.218,0.788,0.317,4,0.546,Man In The Hat,4.12,1,1,30,3.15,0.203,196.27188,35,Mac Miller,179.02005,0.0997,0.545,0.0,1.0,7,0.777,0.23224,4327795,-8.025
0.423,0.376,93.022,0.677,0.012,4,0.78,Money Make Her Smile,4.12,1,0,9,3.15,0.0709,203.97333,23,Bruno Mars,196.13896,0.153,0.0943,7.39e-05,0.993,0,0.754,0.18721,4497612,-6.555
0.588,0.525,161.886,0.842,0.289,4,0.549,Right By My Side,4.12,1,0,8,3.15,0.291,265.33334,8,Nicki Minaj,257.68344,0.187,0.0199,0.0,1.0,1,0.559,0.13964,5850600,-4.779
0.579,0.538,133.926,0.38,0.525,4,0.653,Sex And Candy,4.12,0,0,14,3.15,0.0352,264.72,14,Maroon 5,241.63846,0.0629,0.322,1.33e-05,0.723,10,0.805,0.23283,5837076,-9.713
0.49,0.315,102.004,0.795,0.738,4,0.758,Qué Más Pues?,4.12,1,0,23,3.15,0.0948,217.36154,36,J Balvin,212.87474,0.237,0.0225,0.000229,1.0,8,0.894,0.19401,4792822,-5.018
0.548,0.325,203.443,0.63,0.096,4,0.323,Somebody,4.12,0,0,4,3.15,0.0493,221.98666,68,The Chainsmokers,215.77724,0.102,0.192,0.0,0.707,10,0.32,0.0,4894806,-7.019
0.683,0.75,97.028,0.544,0.262,4,0.51,IDGAF,4.12,1,1,5,3.15,0.0943,217.94667,83,Dua Lipa,211.80083,0.0824,0.0403,0.0,1.0,7,0.836,0.21451,4805724,-5.975
0.621,0.514,139.996,0.53,0.632,4,0.43,Can't Leave You Alone (feat. Juice WRLD),4.12,1,0,10,3.15,0.0703,196.8984,37,Maroon 5,188.53442,0.105,0.159,0.0,0.972,8,0.727,0.20327,4341610,-7.296
0.007,0.0,77.009,0.839,0.292,4,0.491,The Greatest Show,4.12,0,0,1,3.15,0.0784,174.30667,68,Panic! At The Disco,169.84236,0.382,0.00546,0.0,0.636,6,0.546,0.60957,3843462,-5.365
0.493,0.484,132.006,0.657,0.83,4,0.395,Super Mario World,4.12,1,0,7,3.15,0.178,177.68,27,Logic,172.30948,0.0974,0.0451,0.0,0.967,0,0.857,0.09868,3917844,-7.299
0.363,0.103,167.983,0.92,0.309,4,0.645,Long Way to Happy,4.12,1,0,3,3.15,0.069,229.93333,0,P!nk,212.53806,0.0447,0.00233,0.0,1.0,1,0.501,0.29111,5070030,-4.152
0.513,0.237,127.938,0.924,0.738,4,0.915,Feel So Close - Radio Edit,4.12,1,0,3,3.15,0.031,206.41333,0,Calvin Harris,197.40443,0.206,0.000943,0.00881,1.0,7,0.706,0.11002,4551414,-2.842
0.517,0.452,121.872,0.591,0.597,4,0.274,Blame It On Me,4.12,0,0,13,3.15,0.0418,261.8,38,Post Malone,256.63275,0.164,0.145,5.65e-06,1.0,11,0.652,0.0,5772690,-7.274
0.523,0.472,95.931,0.41,0.058,4,0.136,"God Is Fair, Sexy Nasty (feat. Kendrick Lamar)",4.12,1,1,10,3.15,0.185,500.96,69,Mac Miller,490.3532,0.113,0.328,4.28e-05,0.916,2,0.467,0.12925,11046168,-12.028
0.31,0.117,128.061,0.92,0.778,4,0.939,Everybody Fucks (feat. Akon & David Rush),4.12,0,1,14,3.15,0.0855,257.61334,12,Pitbull,249.3707,0.537,0.0613,0.0,0.953,3,0.75,0.0985,5680374,-4.712
0.548,0.325,203.444,0.63,0.096,4,0.324,Somebody,4.12,0,0,4,3.15,0.0493,221.98666,14,The Chainsmokers,215.77724,0.102,0.192,0.0,0.708,10,0.319,0.0,4894806,-7.019
0.433,0.411,150.094,0.632,0.394,4,0.198,Feel Alone,4.12,0,0,19,3.15,0.0458,230.0941,31,Juice WRLD,219.3473,0.223,0.0976,0.0,1.0,6,0.639,0.0,5073575,-5.916
0.094,0.074,85.03,0.532,0.575,4,0.405,Do I Wanna Know?,4.12,1,0,1,3.15,0.0323,272.3941,89,Arctic Monkeys,268.17886,0.217,0.186,0.000263,0.642,5,0.548,0.26943,6006290,-7.596
0.429,0.282,104.995,0.342,0.116,4,0.429,Liquor,4.12,0,1,5,3.15,0.0447,224.90668,61,Chris Brown,218.36626,0.111,0.0212,0.0,0.989,5,0.686,0.44132,4959192,-8.555
0.831,0.886,128.019,0.803,0.844,4,0.449,Outside,4.12,0,0,22,3.15,0.0398,227.26666,0,Ellie Goulding,222.27882,0.304,0.193,0.0,0.669,2,0.645,2.5658,5011230,-4.667
0.607,0.625,125.021,0.486,0.695,4,0.519,Boys Will Be Boys,4.12,1,0,11,3.15,0.0353,166.26636,18,Dua Lipa,158.30785,0.098,0.408,0.0,0.528,3,0.768,0.30168,3666173,-5.954
0.734,0.758,125.85,0.631,0.826,4,0.401,Stereotype,4.12,0,0,9,3.15,0.0287,231.22667,0,Chris Brown,215.64952,0.0929,0.00994,0.0,0.983,6,0.619,0.26122,5098548,-5.874
0.475,0.347,113.079,0.964,0.713,4,0.526,Emit Remmus,4.12,0,0,9,3.15,0.0973,240.2,53,Red Hot Chili Peppers,237.6098,0.326,5.08e-05,0.203,0.822,5,0.354,0.08118,5296410,-1.822
0.495,0.426,118.541,0.533,0.171,4,0.108,Black Beauty,4.12,1,0,12,3.15,0.0481,314.53375,0,Lana Del Rey,300.88998,0.094,0.23,0.0181,0.891,5,0.322,0.20322,6935469,-7.569
0.287,0.426,101.008,0.671,0.953,4,0.566,Chi Chi Bon Bon,4.12,1,0,8,3.15,0.118,217.16,13,Pitbull,211.76018,0.518,0.00901,1.69e-06,0.953,1,0.863,0.36599,4788378,-7.577
0.479,0.359,105.017,0.716,0.701,4,0.362,Semi-Automatic,4.12,0,0,6,3.15,0.0439,253.68,63,Twenty One Pilots,249.8293,0.0704,0.0489,5.92e-06,0.995,6,0.78,0.19524,5593644,-4.551
0.457,0.343,139.748,0.763,0.409,4,0.474,Drunk in Love Remix (feat. Jay-Z & Kanye West),4.12,0,1,3,3.15,0.052,395.98666,71,Beyoncé,392.91647,0.118,0.161,0.0,0.841,10,0.514,0.14503,8731506,-3.58
0.667,0.648,121.021,0.727,0.854,4,0.851,Really Don't Care,4.12,1,0,8,3.15,0.085,201.6,14,Demi Lovato,197.72372,0.185,0.126,0.0,1.0,7,0.706,0.17374,4445280,-3.601
0.835,0.722,114.993,0.813,0.921,4,0.859,Future Nostalgia,4.12,1,0,1,3.15,0.0579,184.88194,19,Dua Lipa,179.23483,0.321,0.00618,0.0,1.0,7,0.875,0.26113,4076647,-4.502
0.306,0.241,98.944,0.745,0.428,4,0.613,Only You,4.12,0,0,4,3.15,0.0321,230.88834,33,Ellie Goulding,227.52654,0.626,0.0196,0.0,1.0,5,0.57,0.08186,5091088,-4.567
0.414,0.472,164.929,0.459,0.07,3,0.286,Gold,4.12,0,0,2,3.15,0.0317,216.81332,59,Imagine Dragons,208.63129,0.0551,0.0801,0.00653,0.885,9,0.416,0.17973,4780734,-6.814
0.652,0.985,110.022,0.899,0.811,4,0.15,No More - Devault Remix,4.12,0,1,30,3.15,0.0391,257.4545,2,DJ Snake,251.41986,0.189,0.00467,0.0632,0.991,4,0.665,0.0,5676872,-6.441
0.654,0.585,130.993,0.329,0.655,4,0.356,You & I,4.12,1,0,5,3.15,0.0274,237.93333,81,One Direction,226.34811,0.0986,0.22,0.0,0.913,1,0.574,0.30771,5246430,-6.829
0.616,0.597,108.115,0.168,0.032,1,0.154,Old Money,4.12,0,0,10,3.15,0.0332,271.48,12,Lana Del Rey,262.1533,0.147,0.888,6.59e-06,0.719,10,0.312,0.22662,5986134,-12.476
0.495,0.385,150.908,0.986,0.368,4,0.331,"Ride The Lightning - Live at Rasputin Music, Berkeley, CA - April 16th, 2016",4.12,1,0,8,3.15,0.112,416.36,36,Metallica,416.36,0.975,1.35e-05,0.00725,1.0,8,0.25,0.0,9180738,-4.58
0.619,0.633,101.967,0.462,0.153,4,0.176,Little Bit,4.12,1,1,11,3.15,0.036,165.90668,9,Chris Brown,154.5346,0.12,0.00867,0.0,1.0,7,0.625,0.08091,3658242,-7.356
0.162,0.0,94.997,0.853,0.283,4,0.676,Young Volcanoes,4.12,0,0,9,3.15,0.0365,204.50667,61,Fall Out Boy,201.67693,0.37,0.00123,0.000504,0.951,11,0.599,0.24902,4509372,-3.878
0.513,0.512,147.025,0.635,0.409,4,0.581,Polo Jeans (feat. Earl Sweatshirt),4.12,1,1,9,3.15,0.41,211.68295,63,Mac Miller,208.34685,0.388,0.493,7.02e-06,0.956,1,0.732,0.0,4667609,-7.891
0.739,0.851,142.464,0.413,0.5,3,0.114,Nothing Else Matters,4.12,0,0,4,3.15,0.0277,412.6,25,Metallica,394.17035,0.0947,0.0699,0.0104,0.943,4,0.396,0.26113,9097830,-8.321
0.515,0.407,169.444,0.759,0.108,4,0.331,Bleeding Out,4.12,0,0,9,3.15,0.0908,223.16,66,Imagine Dragons,211.72536,0.0986,0.0146,0.0,1.0,5,0.227,0.11605,4920678,-4.136
0.44,0.325,123.056,0.855,0.834,4,0.646,Rain On Me (with Ariana Grande),4.12,1,0,4,3.15,0.0397,182.2,80,Lady Gaga,182.2,0.323,0.021,0.0,1.0,9,0.672,2.33361,4017510,-3.764
0.311,0.02,139.95,0.932,0.733,4,0.294,Light It Up,4.12,1,0,7,3.15,0.104,250.2,39,OneRepublic,241.55138,0.184,0.0251,0.0761,1.0,9,0.46,0.16254,5516910,-5.642
0.505,0.674,76.006,0.244,0.766,4,0.337,Up in Flames,4.12,1,0,11,3.15,0.0301,193.24,53,Coldplay,188.7318,0.104,0.235,0.0337,0.983,10,0.641,0.0,4260942,-11.051
0.657,0.483,99.952,0.712,0.258,4,0.486,Left Right Left,4.12,1,0,8,3.15,0.0321,206.46667,34,Charlie Puth,199.36073,0.0602,0.21,0.0,0.991,2,0.698,0.15093,4552590,-3.634
0.431,0.041,150.027,0.715,0.805,4,0.468,Thought I Knew You (feat. The Weeknd),4.12,1,1,7,3.15,0.045,198.28,51,Nicki Minaj,191.51237,0.0959,0.0373,0.0018,1.0,1,0.77,0.0,4372074,-5.92
0.478,0.371,151.955,0.799,0.283,4,0.52,Same Ol’ Mistakes,4.12,1,0,9,3.15,0.0459,397.12,20,Rihanna,378.92062,0.061,0.209,0.0049,0.989,8,0.447,0.21528,8756496,-5.433
0.579,0.538,133.926,0.38,0.525,4,0.653,Sex And Candy,4.12,0,0,14,3.15,0.0352,264.72,3,Maroon 5,241.63846,0.0629,0.322,1.33e-05,0.723,10,0.805,0.23283,5837076,-9.713
0.218,0.186,173.918,0.503,0.104,4,0.304,Faces,4.12,0,0,14,3.15,0.369,132.48499,17,Young Thug,126.82159,0.121,0.0749,0.0,1.0,9,0.657,0.0,2921294,-9.732
0.662,0.566,114.339,0.414,0.056,4,0.0655,Don't Look Down,4.12,1,0,12,3.15,0.0401,97.22667,35,OneRepublic,97.22667,0.18,0.0284,0.92,1.0,2,0.323,0.0,2143848,-11.437
0.157,0.261,132.07,0.517,0.868,4,0.284,With Them,4.12,1,1,1,3.15,0.184,197.74667,59,Young Thug,197.74667,0.091,0.00218,0.0,1.0,9,0.926,0.16295,4360314,-6.794
0.3,0.091,77.075,0.465,0.149,3,0.476,Come Thru,4.12,1,0,14,3.15,0.231,236.36,20,Drake,231.94414,0.382,0.141,0.0,0.884,3,0.453,0.0,5211738,-5.811
0.131,0.006,99.13,0.967,0.137,4,0.268,Crazy In Love - Live,4.12,0,0,2,3.15,0.271,323.73334,50,Beyoncé,323.73334,0.953,0.0496,7.37e-05,0.985,9,0.562,0.0,7138320,-4.919
0.472,0.669,85.686,0.352,0.009,5,0.248,CHASE / glass shards,4.12,1,1,23,3.15,0.319,138.59016,53,XXXTENTACION,138.59016,0.132,0.0145,0.00898,0.989,1,0.544,0.0,3055913,-8.603
0.44,0.374,126.88,0.807,0.55,4,0.696,Va Va Voom,4.12,1,1,8,3.15,0.0317,182.28,46,Nicki Minaj,175.03783,0.237,0.0659,0.0049,1.0,8,0.647,0.09909,4019274,-3.802
0.383,0.508,118.019,0.804,0.917,4,0.627,Cry for Me,4.12,0,0,11,3.15,0.106,189.13791,4,Camila Cabello,185.87573,0.14,0.0448,1.02e-06,1.0,9,0.713,0.0,4170491,-4.088
0.503,0.5,99.989,0.808,0.659,4,0.392,Feel Me,4.12,0,0,17,3.15,0.0433,226.0026,68,Selena Gomez,213.44363,0.0734,0.44,0.000773,1.0,2,0.71,2.26395,4983357,-6.703
0.634,0.387,156.076,0.913,0.578,4,0.409,Camisado,4.12,1,0,5,3.15,0.138,191.86667,57,Panic! At The Disco,188.6273,0.115,0.0177,0.0,0.977,2,0.538,0.16834,4230660,-3.493
0.524,0.474,109.92,0.806,0.339,4,0.544,Sixteen,4.12,1,0,6,3.15,0.164,201.22667,38,Ellie Goulding,192.2322,0.0697,0.258,0.0,1.0,8,0.67,0.38921,4437048,-5.436
0.539,0.506,130.007,0.598,0.739,4,0.504,That Way - Bonus Track,4.12,0,1,18,3.15,0.0388,212.35423,70,Lil Uzi Vert,205.47919,0.154,0.0546,0.0,0.995,7,0.712,0.09288,4682411,-5.368
0.589,0.664,126.967,0.86,0.403,4,0.715,MY POWER,4.12,1,0,23,3.15,0.13,259.74173,58,Beyoncé,256.66177,0.236,0.0159,0.0,1.0,7,0.773,0.0,5727305,-4.966
0.195,0.067,159.049,0.575,0.809,4,0.483,MEMBERS ONLY!,4.12,1,1,18,3.15,0.433,229.44,44,XXXTENTACION,223.70103,0.112,0.139,0.0,0.954,9,0.863,0.0,5059152,-8.033
0.604,0.551,119.99,0.711,0.787,4,0.136,High Rise,4.12,0,0,2,3.15,0.0367,210.0,58,Diplo,199.49425,0.155,0.0747,0.00389,1.0,6,0.698,0.0,4630500,-7.828
0.592,0.582,80.098,0.17,0.171,4,0.145,Close To You,4.12,1,0,13,3.15,0.0337,223.21333,68,Rihanna,209.82712,0.139,0.895,0.0,0.915,10,0.494,0.30762,4921854,-11.368
0.644,0.886,114.974,0.463,0.244,4,0.189,Woo,4.12,1,0,6,3.15,0.0326,235.58667,28,Rihanna,232.722,0.298,0.0528,0.00375,0.921,9,0.421,0.30762,5194686,-5.301
0.645,0.592,133.901,0.745,0.792,4,0.358,Gypsy,4.12,1,0,13,3.15,0.0403,248.70667,23,Lady Gaga,244.837,0.146,0.0124,0.0,0.9,0,0.564,0.2678,5483982,-4.333
0.121,0.025,138.993,0.909,0.841,4,0.908,SMS (Bangerz) (feat. Britney Spears),4.12,0,0,3,3.15,0.0554,169.44,0,Miley Cyrus,165.21577,0.144,0.0214,0.000123,1.0,11,0.847,0.08698,3736152,-4.282
0.688,0.874,141.93,0.805,0.281,4,0.665,Dior,4.12,1,0,6,3.15,0.305,216.38667,38,Pop Smoke,202.54765,0.403,0.209,0.00143,0.998,7,0.695,0.0,4771326,-5.789
0.41,0.345,162.048,0.819,0.077,4,0.468,Jump,4.12,1,1,6,3.15,0.25,264.45334,39,Rihanna,260.61496,0.169,0.229,0.00706,1.0,0,0.629,0.20308,5831196,-6.181
0.485,0.636,98.753,0.327,0.016,3,0.731,I Did Something Bad - Commentary,4.12,1,0,5,3.15,0.892,84.22286,24,Taylor Swift,84.22285,0.19,0.825,0.0,0.228,1,0.736,0.37755,1857114,-10.994
0.459,0.333,101.758,0.165,0.445,4,0.122,Nectar Of The Gods,4.12,1,1,12,3.15,0.0342,259.89334,62,Lana Del Rey,252.05841,0.177,0.888,1.4e-06,1.0,10,0.447,0.09864,5730648,-9.275
0.641,0.884,115.004,0.466,0.242,4,0.185,Woo,4.12,1,1,6,3.15,0.0326,235.58667,42,Rihanna,232.722,0.298,0.0546,0.00389,0.913,9,0.42,0.30762,5194686,-5.298
0.343,0.417,99.836,0.717,0.081,4,0.412,Cold,4.12,0,1,15,3.15,0.107,234.30821,40,Maroon 5,224.33958,0.0464,0.14,0.0,1.0,9,0.693,4.83556,5166496,-6.346
0.532,0.397,111.893,0.31,0.309,4,0.125,Stay,4.12,0,0,9,3.15,0.0283,240.70667,71,Rihanna,229.8021,0.117,0.945,6.12e-05,0.988,9,0.621,0.15016,5307582,-10.164
0.389,0.523,149.959,0.889,0.728,4,0.916,A-YO,4.12,1,0,2,3.15,0.144,207.72,23,Lady Gaga,202.21098,0.0965,0.0987,0.0,1.0,7,0.666,0.18041,4580226,-5.699
0.601,0.515,138.002,0.839,0.726,4,0.763,Please Don't Leave Me,4.12,1,0,5,3.15,0.0363,231.56,0,P!nk,225.87212,0.289,0.00985,0.0,0.982,6,0.586,0.38884,5105898,-4.493
0.577,0.576,103.867,0.922,0.823,4,0.813,2 Bad - Refugee Camp Mix,4.12,0,0,8,3.15,0.0869,212.44,35,Michael Jackson,200.9629,0.0517,0.192,0.0,1.0,5,0.85,2.24653,4684302,-6.902
0.574,0.535,120.008,0.78,0.723,4,0.372,Right Now,4.12,1,0,9,3.15,0.0319,200.4,72,One Direction,193.72989,0.0919,0.218,0.0,1.0,8,0.645,0.31442,4418820,-5.165
0.583,0.76,90.137,0.873,0.545,4,0.607,City Of Stars,4.12,1,1,11,3.15,0.135,376.64,58,Logic,376.64,0.225,0.119,0.0245,0.932,0,0.464,0.1571,8304912,-5.793
0.464,0.308,87.343,0.493,0.047,4,0.211,Scared To Live,4.12,1,0,4,3.15,0.0512,191.29868,6,The Weeknd,184.39546,0.0995,0.123,0.0,0.933,0,0.48,0.0,4218136,-8.311
0.216,0.0,77.0,0.487,0.038,4,0.144,COMMANDO (feat. G-Eazy),4.12,0,0,8,3.15,0.234,211.93333,28,Logic,199.07048,0.104,0.15,0.0,0.903,5,0.846,0.0,4673130,-6.502
0.487,0.409,150.087,0.513,0.196,4,0.443,Screw Juice,4.12,0,0,16,3.15,0.102,179.47008,35,Juice WRLD,167.6829,0.143,0.096,0.0,1.0,5,0.596,0.19732,3957315,-7.384
0.863,0.822,160.167,0.479,0.124,4,0.261,$yrup,4.12,1,1,11,3.15,0.101,204.0,25,Tyga,204.0,0.282,0.0749,5.85e-06,1.0,8,0.749,0.0,4498200,-6.9
0.363,0.055,172.438,0.67,0.05,4,0.0789,Emotionless,4.12,1,0,4,3.15,0.235,302.17334,35,Drake,288.35703,0.0796,0.0245,0.0,0.782,1,0.413,0.20331,6662922,-5.098
0.658,0.795,122.336,0.534,0.609,4,0.897,"Devil In Her Heart - Live At The BBC For ""Pop Go The Beatles"" / 25th September, 1963",4.12,1,0,27,3.15,0.0318,141.66667,28,The Beatles,139.29651,0.344,0.788,0.000262,1.0,7,0.714,0.0,3123750,-10.296
0.607,0.533,128.155,0.634,0.42,4,0.326,No Sleep (feat. Bonn),4.12,1,0,2,3.15,0.0325,207.0947,29,Martin Garrix,200.67265,0.121,0.125,0.0,0.736,11,0.444,0.0,4566438,-6.385
0.361,0.376,174.91,0.909,0.069,4,0.333,LIES GREED MISERY - Dirtyphonics Remix,4.12,0,0,6,3.15,0.171,290.57333,38,Linkin Park,283.70142,0.332,0.000212,0.037,1.0,11,0.457,0.13937,6407142,-4.458
0.65,0.954,136.078,0.443,0.804,4,0.35,Portland,4.12,1,1,11,3.15,0.264,236.61491,77,Drake,227.86902,0.276,0.0172,0.0,1.0,1,0.925,0.0,5217359,-8.216
0.599,0.53,127.799,0.503,0.861,4,0.536,Grigio Girls,4.12,1,0,12,3.15,0.057,180.46667,22,Lady Gaga,173.16862,0.695,0.394,0.0,0.955,1,0.727,0.25256,3979290,-9.306
0.586,0.537,132.082,0.943,0.347,4,0.652,Why Did I Ever Like You,4.12,0,0,13,3.15,0.092,203.26666,0,P!nk,200.74812,0.755,0.109,0.0,1.0,5,0.541,2.25234,4482030,-3.44
0.614,0.668,158.001,0.562,0.408,4,0.177,Scared Of Love,4.12,0,1,11,3.15,0.0812,170.5385,75,Juice WRLD,170.5385,0.168,0.032,0.0,1.0,11,0.642,0.06322,3760374,-4.869
0.25,0.146,160.03,0.831,0.216,4,0.398,Birthday Cake - Album Version (Edited),4.12,1,0,6,3.15,0.0679,78.2,26,Rihanna,72.67265,0.342,0.344,0.000204,1.0,3,0.662,0.19723,1724310,-6.558
0.045,0.0,169.918,0.933,0.748,4,0.603,London Beckoned Songs About Money Written by Machines,4.12,0,0,3,3.15,0.156,203.61333,45,Panic! At The Disco,197.4799,0.832,0.0433,0.0,0.864,4,0.514,0.14549,4489674,-3.347
0.612,0.786,133.307,0.96,0.854,4,0.788,Walk Away,4.12,1,0,11,3.15,0.0396,219.26666,0,P!nk,215.28961,0.113,0.0318,0.0,1.0,9,0.561,0.0,4834830,-2.945
0.501,0.73,134.328,0.326,0.094,5,0.417,An Introduction to X,4.12,0,0,21,3.15,0.948,47.33333,3,Jason Derulo,47.33333,0.191,0.839,0.0,0.409,11,0.674,0.32512,1043700,-17.751
0.645,0.579,121.993,0.644,0.584,4,0.475,Counting Stars - from One Night In Malibu,4.12,0,0,16,3.15,0.0395,345.75595,51,OneRepublic,338.70367,0.0796,0.0667,2.6e-06,0.943,1,0.662,0.24381,7623919,-9.454
0.382,0.29,97.092,0.58,0.32,4,0.428,Privacy,4.12,1,1,2,3.15,0.378,220.96394,67,Chris Brown,207.18585,0.109,0.153,0.0,1.0,0,0.741,0.221,4872255,-7.741
0.598,0.505,142.065,0.571,0.134,4,0.338,Keep Your Head Up,4.12,1,0,3,3.15,0.0502,289.82666,42,Michael Jackson,283.96262,0.377,0.161,0.0,1.0,8,0.578,0.13383,6390678,-4.993
0.781,1.0,133.613,0.312,0.761,4,0.895,"Crying, Waiting, Hoping - Live At The BBC For ""Pop Go The Beatles"" / 6th August, 1963",4.12,1,0,22,3.15,0.0358,131.17332,31,The Beatles,127.98839,0.1,0.689,0.0,1.0,9,0.647,0.08073,2892372,-14.55
0.571,0.614,96.034,0.575,0.376,4,0.535,Temperature,4.12,0,1,1,3.15,0.0948,200.00938,55,Tyga,191.98839,0.0909,0.367,0.000284,0.958,4,0.857,0.0,4410207,-4.578
0.529,0.614,120.007,0.904,0.854,4,0.7,Love Again - Imanbek Remix,4.12,0,0,2,3.15,0.0521,214.0,35,Dua Lipa,204.82323,0.0588,0.00238,0.0018,1.0,6,0.709,2.18268,4718700,-3.705
0.468,0.507,100.139,0.467,0.109,4,0.276,I Just Can't Stop Loving You (feat. Siedah Garrett) - 2012 Remaster,4.12,1,0,8,3.15,0.0341,251.76,49,Michael Jackson,241.40627,0.0295,0.667,1.92e-06,0.849,5,0.657,3.51782,5551308,-8.925
0.353,0.201,127.037,0.751,0.779,4,0.885,All the Things (feat. Inna),4.12,0,0,22,3.15,0.0524,205.93333,6,Pitbull,202.04263,0.0444,0.00797,3.88e-06,1.0,3,0.716,0.18576,4540830,-4.928
0.627,0.404,133.861,0.536,0.15,4,0.453,"Slow Dancing in a Burning Room - Live at the Nokia Theatre, Los Angeles, CA - December 2007",4.12,0,0,2,3.15,0.0287,319.22668,59,John Mayer,312.86566,0.727,0.2,8.27e-05,0.515,1,0.514,0.0,7038948,-7.13
0.502,0.479,166.35,0.644,0.114,4,0.087,Keep My Spirit Alive,4.12,1,0,16,3.15,0.344,221.24998,68,Kanye West,216.67702,0.194,0.201,0.00033,1.0,0,0.513,0.0,4878562,-6.387
0.431,0.578,132.006,0.52,0.812,4,0.201,Day One,4.12,0,1,15,3.15,0.0373,247.52,3,Chris Brown,238.72435,0.117,0.0017,0.0,0.797,9,0.668,0.07551,5457816,-8.043
0.837,1.0,123.502,0.255,0.217,4,0.13,Now My Feet Won't Touch the Ground,4.12,1,0,8,3.15,0.0305,147.52136,12,Coldplay,140.48653,0.0819,0.817,0.853,0.864,0,0.494,0.0,3252846,-13.797
0.522,0.433,204.52,0.262,0.806,3,0.338,Cry Cry Cry,4.12,1,0,4,3.15,0.0572,167.28,56,Coldplay,156.47926,0.207,0.89,0.288,1.0,8,0.491,0.0,3688524,-10.458
0.342,0.129,146.05,0.804,0.092,4,0.683,Hope - Freestyle,4.12,0,1,2,3.15,0.383,138.37334,42,XXXTENTACION,138.37334,0.523,0.814,0.00313,0.947,9,0.529,0.06961,3051132,-2.338
0.248,0.0,119.967,0.447,0.222,4,0.381,Buy A Heart,4.12,1,0,10,3.15,0.143,255.46667,13,Nicki Minaj,235.42133,0.285,0.167,0.0,1.0,1,0.728,0.0,5633040,-10.362
0.356,0.052,142.966,0.881,0.481,4,0.196,It's All Your Fault,4.12,0,0,10,3.15,0.0613,232.01334,46,P!nk,229.37251,0.126,3.92e-05,0.000409,1.0,11,0.511,0.35415,5115894,-5.361
0.544,0.357,92.013,0.669,0.773,4,0.809,Nina,4.12,0,0,5,3.15,0.146,225.53333,20,Ed Sheeran,215.69595,0.33,0.175,0.0,0.994,6,0.791,0.16862,4973010,-7.189
0.52,0.436,116.959,0.539,0.831,4,0.74,Señorita,4.12,0,0,5,3.15,0.0287,190.8133,58,Camila Cabello,188.34866,0.0906,0.0376,0.0,1.0,9,0.759,0.18331,4207433,-6.039
0.639,0.629,116.054,0.687,0.766,4,0.92,Treasure,4.12,0,1,4,3.15,0.0426,178.56,49,Bruno Mars,166.37679,0.324,0.034,7.59e-05,1.0,5,0.874,0.09864,3937248,-5.253
0.359,0.404,83.433,0.452,0.437,4,0.45,invisible string,4.12,0,0,11,3.15,0.055,252.88058,21,Taylor Swift,243.57732,0.108,0.838,7.73e-05,0.89,4,0.653,0.15107,5576017,-11.143
0.556,0.556,176.118,0.812,0.146,4,0.262,Kingdom Come,4.12,0,0,6,3.15,0.0753,244.01447,0,Demi Lovato,240.38458,0.353,0.0241,0.0,1.0,5,0.558,0.30181,5380519,-5.106
0.605,0.577,140.425,0.259,0.019,3,0.0467,Porcelain,4.12,1,0,8,3.15,0.0312,163.70667,62,Red Hot Chili Peppers,153.05434,0.0752,0.443,0.00384,1.0,7,0.371,0.40635,3609732,-11.352
0.206,0.139,101.514,0.936,0.214,4,0.705,Suck My Kiss,4.12,1,1,5,3.15,0.0528,217.13333,45,Red Hot Chili Peppers,217.13333,0.269,0.000617,9.86e-05,1.0,0,0.623,0.0,4787790,-9.955
0.361,0.073,180.048,0.668,0.239,4,0.842,One For The Road,4.12,1,0,3,3.15,0.036,206.0516,47,Arctic Monkeys,201.1951,0.27,0.212,0.0615,0.951,0,0.415,0.23392,4543438,-6.849
0.6,0.552,143.224,0.564,0.568,4,0.642,Dear Michael,4.12,1,0,7,3.15,0.0322,160.28,25,Michael Jackson,150.63365,0.145,0.29,1.86e-06,1.0,3,0.538,0.37356,3534174,-9.837
0.594,0.677,71.724,0.793,0.054,4,0.203,9 5 . s o u t h,4.12,1,1,1,3.15,0.397,196.94612,73,J. Cole,190.93768,0.727,0.271,0.0,0.991,2,0.713,0.30848,4342662,-5.277
0.389,0.523,149.959,0.889,0.728,4,0.916,A-YO,4.12,1,0,2,3.15,0.144,207.72,59,Lady Gaga,202.21098,0.0965,0.0987,0.0,1.0,7,0.666,0.18041,4580226,-5.699
